"gid","name","area","status","date_create","description","polygon","type_land"
51,"155",NULL,NULL,"2024-02-01 11:05:23.531741+03","Участок №29","0106000020E6100000010000000103000000010000000E0000001C412AC58E1C47403E062B4EB5264E40FF092E56D41C4740F3936A9F8E274E407FF964C5701D47405262D7F676294E407522C154331D4740BB0B9414582A4E40103D29931A1E4740D28BDAFD2A2A4E40E10A28D4D31F47401C0934D8D4294E406971C630272047409BA9108FC4294E404EF04DD36723474079E57ADB4C294E4050E449D2352347406C239EEC66284E40CC0C1B65FD2247405FF0694E5E284E4065C22FF5F32247404B1DE4F560284E40944DB9C2BB22474049641F6459284E401F2FA4C34322474012A3E716BA264E401C412AC58E1C47403E062B4EB5264E40",2
52,"167",NULL,NULL,"2023-12-27 04:38:24.266936+03","Участок №-449","0106000020E6100000010000000103000000010000000E0000001B8524B37A214740F48AA71E69244E401F2FA4C34322474012A3E716BA264E40A6608DB3E926474039622D3E05264E40C4060B276926474071218FE046244E40A11342075D2447408C82E0F1ED234E406666666666244740E49F19C407244E40223317B83C2447404982700514244E40F2D24D62102447409CDCEF5014244E40E355D636C5234740D789CBF10A244E407A354069A8234740861C5BCF10244E4049DBF81395234740FED137691A244E405725917D90234740A2D3F36E2C244E40F31FD26F5F234740919C4CDC2A244E401B8524B37A214740F48AA71E69244E40",1
53,"179",NULL,NULL,"2024-02-03 22:25:42.388395+03","Участок №-377","0106000020E61000000100000001030000000100000005000000FA7ABE66B92A4740AA44D95BCA214E4086E464E2562B4740C90567F0F7234E408C648F5033304740904DF2237E234E40AEA06989952F4740B43A394371214E40FA7ABE66B92A4740AA44D95BCA214E40",2
54,"156",NULL,NULL,"2023-11-22 00:42:17.666018+03","Участок №-800","0106000020E610000001000000010300000001000000110000001F2FA4C34322474012A3E716BA264E40944DB9C2BB22474049641F6459284E4065C22FF5F32247404B1DE4F560284E40CC0C1B65FD2247405FF0694E5E284E4050E449D2352347406C239EEC66284E40971B0C75582347404145D5AF74284E40BE4C1421752347407A8A1C226E284E40D19332A9A12347407973B8567B284E40C2323674B323474040DD408177284E40F790F0BDBF2347404145D5AF74284E40080264E8D8234740B9E34D7E8B284E40B5FE9600FC254740BF28417FA1274E405C3E92921E2647400919C8B3CB274E409160AA99B5264740747E8AE3C0274E405930F14751274740228D0A9C6C274E40A6608DB3E926474039622D3E05264E401F2FA4C34322474012A3E716BA264E40",3
55,"157",NULL,NULL,"2024-02-06 05:48:02.296002+03","Участок №163","0106000020E6100000010000000103000000010000000D000000A6608DB3E926474039622D3E05264E405930F14751274740228D0A9C6C274E400919C8B3CB274740A321E3512A274E40FA2B64AE0C284740A92F4B3B35274E40BFF04A92E728474037DF88EE59274E401DE90C8CBC284740149337C0CC274E40A5C00298322A47408F5033A48A284E40E415889E942B4740BCE6559DD5284E40BC067DE9ED2B47402D5BEB8B84284E40C3F01131252C4740B8B06EBC3B284E4041118B18762C47402CBAF59A1E284E40DA0242EBE12B47406E1805C1E3254E40A6608DB3E926474039622D3E05264E40",2
56,"158",NULL,NULL,"2024-02-07 22:26:38.05701+03","Участок №-820","0106000020E6100000010000000103000000010000000F000000DA0242EBE12B47406E1805C1E3254E4041118B18762C47402CBAF59A1E284E4090F8156BB82C4740D925AAB706284E403E26529ACD2D47408EE89E758D284E40BEF90D130D2E4740994BAAB69B284E407898F6CDFD2D4740F8DEDFA0BD284E40C9224DBC032E4740EB19C231CB284E407F315BB22A2E4740E3175E49F2284E402E5915E1262F4740064CE0D6DD284E40BE6C3B6D8D304740614F3BFC35294E40AE6708C72C31474016DBA4A2B1284E40B0AA5E7EA7314740D671FC5069284E407AFD497CEE304740B77D8FFAEB254E40022CF2EB8730474014CD0358E4254E40DA0242EBE12B47406E1805C1E3254E40",1
57,"180",NULL,NULL,"2024-01-11 06:36:33.814167+03","Участок №744","0106000020E6100000010000000103000000010000000A00000054B9D982803247402345F4F4E4214E40F4FB185E6F314740428472E5B0214E4042D6945EC73047405066D9D7861F4E400B26FE28EA2E4740A9FB00A4361F4E40AEA06989952F4740B43A394371214E408C648F5033304740904DF2237E234E40D316D7F84C344740670C738236234E404182E2C798354740B22C98F8A3224E4062F6B2EDB43547406B63EC8497224E4054B9D982803247402345F4F4E4214E40",3
58,"159",NULL,NULL,"2024-01-29 05:41:24.29915+03","Участок №-1881","0106000020E610000001000000010300000001000000150000007AFD497CEE304740B77D8FFAEB254E40B0AA5E7EA7314740D671FC5069284E405B43A9BD883247400B9B012EC8284E40E8A04B38F43247407593180456284E40C05C8B16A033474013D21A834E284E40F46E2C280C34474031B2648EE5274E40340EF5BBB03547400E84640113284E407A354069A8354740923F1878EE274E40960A2AAA7E35474059350873BB274E401E4FCB0F5C354740821ABE8575274E40B398D87C5C354740E0F599B33E274E40FCFD62B6643547401D56B8E523274E40450DA661F8344740F355F2B1BB264E40DA71C3EFA6354740FE62B66455264E4013BBB6B75B3647405F29CB10C7264E40AD33BE2F2E374740D7A4DB12B9264E40AE105663093747407F315BB22A264E4098158A743F37474044F9821612264E408D7BF31B26344740DF50F86C1D264E4076E107E75333474005C3B98619264E407AFD497CEE304740B77D8FFAEB254E40",2
59,"181",NULL,NULL,"2024-02-02 18:04:42.383428+03","Участок №-1013","0106000020E61000000100000001030000000100000006000000FCDEA63FFB294740CB2F8331221F4E40FA7ABE66B92A4740AA44D95BCA214E40AEA06989952F4740B43A394371214E400B26FE28EA2E4740A9FB00A4361F4E4029D027F2242D4740ED0C535BEA1E4E40FCDEA63FFB294740CB2F8331221F4E40",2
60,"178",NULL,NULL,"2023-11-20 13:48:59.274147+03","Участок №-441","0106000020E610000001000000010300000001000000140000000647C9AB73244740C2A1B77878214E40234910AE8024474000529B38B9214E40F1B73D416225474001F8A75489224E40A29A92ACC3294740CFBD874B8E234E40747E8AE3C02947403143E38920244E4086E464E2562B4740C90567F0F7234E40FA7ABE66B92A4740AA44D95BCA214E40FCDEA63FFB294740CB2F8331221F4E4064E8D84125284740198C1189421F4E400F48C2BE9D28474086E464E2561F4E40F5BC1B0B0A2947401D5BCF108E1F4E40F71DC3633F29474028486C770F204E405E0F26C5C7294740E50D30F31D204E40F0A5F0A0D929474077BAF3C473204E40C5724BAB212947401422E010AA204E405DC2A1B778284740460C3B8C49214E40BD5301F73C2747409276A38FF9204E40ADA3AA09A224474040BE840A0E214E40E0DA899290244740857CD0B359214E400647C9AB73244740C2A1B77878214E40",3
61,"169",NULL,NULL,"2023-12-30 11:17:34.927542+03","Участок №-1805","0106000020E6100000010000000103000000010000000600000086E464E2562B4740C90567F0F7234E40DA0242EBE12B47406E1805C1E3254E40022CF2EB8730474014CD0358E4254E407AFD497CEE304740B77D8FFAEB254E408C648F5033304740904DF2237E234E4086E464E2562B4740C90567F0F7234E40",2
62,"170",NULL,NULL,"2024-02-04 11:44:34.82334+03","Участок №258","0106000020E6100000010000000103000000010000000E0000008C648F5033304740904DF2237E234E407AFD497CEE304740B77D8FFAEB254E4076E107E75333474005C3B98619264E408D7BF31B26344740DF50F86C1D264E4098158A743F37474044F9821612264E40D71533C2DB374740807D74EACA254E400DFD135CAC3847409355116E32264E402979758E01394740CE1951DA1B264E407FD93D795838474010E9B7AF03254E403EEB1A2D07384740EAB298D87C244E40111AC1C6F537474088F2052D24244E404182E2C798354740B22C98F8A3224E40D316D7F84C344740670C738236234E408C648F5033304740904DF2237E234E40",1
63,"168",NULL,NULL,"2024-01-25 16:08:15.028338+03","Участок №839","0106000020E61000000100000001030000000100000007000000C4060B276926474071218FE046244E40A6608DB3E926474039622D3E05264E40DA0242EBE12B47406E1805C1E3254E4086E464E2562B4740C90567F0F7234E40747E8AE3C02947403143E38920244E402E3A596ABD294740DF88EE59D7244E40C4060B276926474071218FE046244E40",2
64,"172",NULL,NULL,"2024-01-23 12:42:37.79308+03","Участок №-2377","0106000020E6100000010000000103000000010000000E000000CD461800AC45474028DCE48948214E40B8E0E7CFA645474067D609EC45214E40E19BA6CF0E444740D80B056C07214E406EC0E787114447406FBA6587F8214E4040A374E95F424740D0807A336A224E40D3A1D3F36E424740BDAC8905BE224E40E71890BDDE414740F9F4D89601234E409A6038D7304147404D4EED0C53234E4033C34659BF41474038A3E6ABE4234E40D6C56D3480414740BAA46ABB09244E40BB48A12C7C414740E92807B309244E406C7C26FBE74147406E4E250340254E400341800C1D4747401EC539EAE8244E40CD461800AC45474028DCE48948214E40",2
65,"171",NULL,NULL,"2023-12-25 17:31:52.108166+03","Участок №940","0106000020E610000001000000010300000001000000130000004182E2C798354740B22C98F8A3224E40111AC1C6F537474088F2052D24244E403EEB1A2D07384740EAB298D87C244E407FD93D795838474010E9B7AF03254E40556CCCEB883D4740F81A82E332244E400F80B8AB573D4740F7E80DF791234E402BC3B81B443D474045BA9F5390234E401FD7868A713C47403EE76ED74B234E405E10919A763B474086C77E164B234E407365506D703A47401555BFD2F9224E408D0C7217613A47400A67B796C9224E40BD1B0B0A833A474005DEC9A7C7224E40056A3178983A4740C7D5C8AEB4224E4007EBFF1CE6394740FBCDC47421224E40F3AE7AC03C38474014268C6665214E4055185B0872364740E8A38CB800224E40FB07910C393647404660AC6F60224E4062F6B2EDB43547406B63EC8497224E404182E2C798354740B22C98F8A3224E40",2
66,"137",NULL,NULL,"2023-12-18 20:08:35.106427+03","Участок №-658","0106000020E6100000010000000103000000010000000A0000003F1BB96E4A43474077DB85E63A294E40CC608C4814444740904DF2237E2B4E40C23577F4BF46474080B9162D402B4E4002637D039349474048FAB48AFE2A4E40D7F9B7CB7E4947405F46B1DCD22A4E400D6FD6E07D49474057E883656C2A4E401EA33CF37248474091ED7C3F352A4E4023145B41D3484740CB660E492D2A4E4051F701486D48474022A64412BD284E403F1BB96E4A43474077DB85E63A294E40",3
67,"173",NULL,NULL,"2024-01-16 11:47:53.988834+03","Участок №458","0106000020E6100000010000000103000000010000000A0000009B86F1324C464740098CFB3D5F214E40E9CDF9F8D3454740E93AB8B25C214E40CD461800AC45474028DCE48948214E400341800C1D4747401EC539EAE8244E40C687D9CBB64B4740575C1C959B244E40C042E6CAA04A4740AE0E80B8AB214E4037C30DF8FC4647407F50172994214E40A5BE2CEDD44647403D44A33B88214E40508E0244C146474043C70E2A71214E409B86F1324C464740098CFB3D5F214E40",2
68,"147",NULL,NULL,"2024-01-24 02:20:34.617696+03","Участок №56","0106000020E610000001000000010300000001000000080000008AE6012CF24747406B9C4D4700274E4051F701486D48474022A64412BD284E4023145B41D3484740CB660E492D2A4E40C15774EB354B4740D908C4EBFA294E40F69A1E14944C4740EFACDD76A1294E40D1782288F34C474067D7BD1589294E40FED2A23EC94B474003EB387EA8264E408AE6012CF24747406B9C4D4700274E40",1
69,"161",NULL,NULL,"2024-01-26 06:15:15.904383+03","Участок №-1107","0106000020E6100000010000000103000000010000000A0000000F80B8AB573D4740F7E80DF791234E40556CCCEB883D4740F81A82E332244E4093DFA293A53E47408202EFE4D3274E40FB5DD89AAD424740B136C64E78274E406C7C26FBE74147406E4E250340254E40BB48A12C7C414740E92807B309244E4016DD7A4D0F4047403EEB1A2D07244E40D177B7B2443F4740EBE1CB4411244E40EDF5EE8FF73E4740C1FEEBDCB4234E400F80B8AB573D4740F7E80DF791234E40",1
70,"136",NULL,NULL,"2023-12-19 23:37:22.857298+03","Участок №-931","0106000020E6100000010000000103000000010000000B000000A81DFE9AAC3F47409D121093702B4E402733DE567A3F4740E2AC889AE82B4E4020990E9D9E41474019E25817B72B4E4093C5FD47A6434740FC54151A882B4E40CC608C4814444740904DF2237E2B4E403F1BB96E4A43474077DB85E63A294E40E6C93505323F474073F38DE89E294E40232F6B62813F4740484F9143C4294E408E959867253F47402F336C94F5294E40158DB5BFB33F4740340F60915F2B4E40A81DFE9AAC3F47409D121093702B4E40",2
71,"146",NULL,NULL,"2024-01-25 21:46:42.136338+03","Участок №-2378","0106000020E61000000100000001030000000100000005000000FB5DD89AAD424740B136C64E78274E403F1BB96E4A43474077DB85E63A294E4051F701486D48474022A64412BD284E408AE6012CF24747406B9C4D4700274E40FB5DD89AAD424740B136C64E78274E40",1
72,"145",NULL,NULL,"2024-01-20 05:03:56.051653+03","Участок №-1519","0106000020E61000000100000001030000000100000011000000E6C93505323F474073F38DE89E294E403F1BB96E4A43474077DB85E63A294E40FB5DD89AAD424740B136C64E78274E4093DFA293A53E47408202EFE4D3274E40A27BD6355A3C474028486C770F284E40151DC9E53F3C4740C442AD69DE274E401F645930F13B47404BE48233F8274E402827DA55483B4740C5C6BC8E38284E4055849B8C2A3B474077F4BF5C8B284E40124BCADDE73A4740F19C2D20B4284E40BA675DA3E53A47409032E202D0284E4032225168593B4740593673486A294E40E3FC4D28443C4740999B6F44F7284E4049D576137C3D4740193A765089294E407D76C075C53E474097C9703C9F294E407C65DEAAEB3E4740CC7F48BF7D294E40E6C93505323F474073F38DE89E294E40",3
73,"162",NULL,NULL,"2024-01-26 20:49:14.645277+03","Участок №-2657","0106000020E610000001000000010300000001000000050000006C7C26FBE74147406E4E250340254E40FB5DD89AAD424740B136C64E78274E408AE6012CF24747406B9C4D4700274E400341800C1D4747401EC539EAE8244E406C7C26FBE74147406E4E250340254E40",1
74,"163",NULL,NULL,"2023-12-23 02:40:54.832542+03","Участок №-2758","0106000020E610000001000000010300000001000000060000000341800C1D4747401EC539EAE8244E408AE6012CF24747406B9C4D4700274E40FED2A23EC94B474003EB387EA8264E409FABADD85F4C4740897C975297264E40C687D9CBB64B4740575C1C959B244E400341800C1D4747401EC539EAE8244E40",2
75,"164",NULL,NULL,"2024-02-13 22:44:40.042945+03","Участок №-1666","0106000020E6100000010000000103000000010000000F000000C687D9CBB64B4740575C1C959B244E409FABADD85F4C4740897C975297264E404D0F0A4AD14C47400D7217618A264E404E999B6F444D474072361D01DC264E40172AFF5A5E4D47403C11C47938274E40ECF99AE5B24D4740A320787C7B274E40DD0C37E0F34D4740CB9C2E8B89274E401D59F965304E4740B610E4A084274E40232D95B7234E47405ED905836B264E40399CF9D51C504740F99FFCDD3B264E4055185B087250474007B64AB038264E40026553AEF050474033198EE733264E400EF62686E45047407FF78E1A13264E40FE47A643A74F47404913EF004F244E40C687D9CBB64B4740575C1C959B244E40",2
76,"174",NULL,NULL,"2024-01-25 20:13:01.929574+03","Участок №-164","0106000020E61000000100000001030000000100000005000000C042E6CAA04A4740AE0E80B8AB214E40C687D9CBB64B4740575C1C959B244E40FE47A643A74F47404913EF004F244E40F9BD4D7FF64D47405665DF15C1214E40C042E6CAA04A4740AE0E80B8AB214E40",2
77,"175",NULL,NULL,"2024-01-17 00:54:12.227496+03","Участок №700","0106000020E6100000010000000103000000010000000D000000F9BD4D7FF64D47405665DF15C1214E40FE47A643A74F47404913EF004F244E400EF62686E45047407FF78E1A13264E40E9F351465C504740FA0CA837A3244E405C3B5112125147400E492D944C244E40282D5C5661514740CF8250DEC7234E40DAE3857478524740CFF6E80DF7234E404AEEB089CC524740F6B704E09F244E40927538BA4A5347400F5F268A90244E4047C7D5C8AE5447408B70935165244E40971AA19FA95347400002D6AA5D214E40F7ADD689CB514740DE3AFF76D9214E40F9BD4D7FF64D47405665DF15C1214E40",2
78,"138",NULL,NULL,"2023-12-15 19:35:05.471689+03","Участок №632","0106000020E6100000010000000103000000010000000800000018963FDF16F646404B06802A6E2C4E404582A966D6F646401A6A1492CC2E4E40914259F8FAF6464021B1DD3D402F4E40BF9D44847FFB4640E3C62DE6E72E4E40B0E76B96CBFA464064AC36FFAF2C4E40637FD93D79FA4640C07971E2AB2B4E4065FF3C0D18F84640A8565F5D152C4E4018963FDF16F646404B06802A6E2C4E40",2
79,"118",NULL,NULL,"2023-12-31 00:05:40.37243+03","Участок №-1004","0106000020E6100000010000000103000000010000000800000087FD9E58A71A47407094BC3AC7304E406956B60F791B47402CB6494563334E40199293895B1F4740DB15FA6019334E4010E84CDA541F47406EA6423C12334E404EED0C535B204740215B96AFCB324E40DA907F6610214740DFA63FFB91324E40F3E846585420474009DD257156304E4087FD9E58A71A47407094BC3AC7304E40",3
80,"135",NULL,NULL,"2024-01-12 15:01:11.027411+03","Участок №-1036","0106000020E61000000100000001030000000100000009000000AF21382EE3184740F6402B30642B4E400281CEA44D194740CA37DBDC982C4E40079ACFB9DB1947405D3123BC3D2E4E407EFFE6C5891F4740BB0D6ABFB52D4E4056F2B1BB401F47409EB7B1D9912C4E40AA8251499D1E4740CF9ECBD4242C4E406893C3279D1E47405E2BA1BB242C4E40F48C7DC9C61D4740D31742CEFB2B4E40AF21382EE3184740F6402B30642B4E40",3
81,"124",NULL,NULL,"2023-12-20 01:42:12.659568+03","Участок №964","0106000020E61000000100000001030000000100000006000000886709320210474008ABB184B52F4E4062F3716DA8104740A376BF0AF0314E403337DF88EE154740CE380D5185314E4081CEA44DD51547407BF65CA626314E40236AA2CF4715474051A39064562F4E40886709320210474008ABB184B52F4E40",1
82,"93",NULL,NULL,"2024-01-01 12:13:08.006866+03","Участок №191","0106000020E610000001000000010300000001000000070000004AB4E4F1B41247401268B0A9F3384E40C632FD12F1124740AC8F87BEBB394E40FCC22B499E1347409DD66D50FB3B4E40779E78CE161447401F300F99F23B4E4020B8CA1308194740DCF0BBE9963B4E40637AC2120F1847404FAC53E57B384E404AB4E4F1B41247401268B0A9F3384E40",3
83,"116",NULL,NULL,"2023-12-19 13:57:50.977447+03","Участок №921","0106000020E6100000010000000103000000010000000600000062F3716DA8104740A376BF0AF0314E40AC730CC85E1147408D0C721761344E4009C03FA54A1447403AE7A7380E344E40BEDA519CA316474092054CE0D6334E403337DF88EE154740CE380D5185314E4062F3716DA8104740A376BF0AF0314E40",3
84,"85",NULL,NULL,"2023-12-20 22:51:40.808643+03","Участок №-2776","0106000020E61000000100000001030000000100000007000000AB7AF99D260F4740FCA9F1D24D3C4E4038A3E6ABE40F4740A626C11BD23E4E40C24B70EA03154740FF774485EA3E4E408FC4CBD3B9144740A25F5B3FFD3D4E40779E78CE161447401F300F99F23B4E40FCC22B499E1347409DD66D50FB3B4E40AB7AF99D260F4740FCA9F1D24D3C4E40",2
85,"76",NULL,NULL,"2024-01-01 01:19:46.597771+03","Участок №859","0106000020E610000001000000010300000001000000080000008FC4CBD3B9144740A25F5B3FFD3D4E40C24B70EA03154740FF774485EA3E4E40FB5B02F04F154740BE8575E3DD3F4E40E36E10AD15194740D7338463963F4E4055F99E91081947409294F430B43E4E405B22179CC11947402942EA76F63D4E407C9DD497A51947404165FCFB8C3D4E408FC4CBD3B9144740A25F5B3FFD3D4E40",1
86,"87",NULL,NULL,"2023-12-04 17:38:40.59175+03","Участок №-2461","0106000020E6100000010000000103000000010000005100000020B8CA1308194740DCF0BBE9963B4E407C9DD497A51947404165FCFB8C3D4E405B22179CC11947402942EA76F63D4E40F54A5986381A47400EA320787C3D4E4025ECDB49441C4740F5D6C056093E4E4079AEEFC3411C4740FB761211FE3D4E40CDAB3AAB051C4740276C3F19E33D4E4078B5DC99091C474026E1421EC13D4E40E22021CA171C47407CEE04FBAF3D4E4045679945281C4740F165A208A93D4E40A983BC1E4C1C4740F7562426A83D4E406649809A5A1C4740C5E57805A23D4E40F913950D6B1C4740BF28417FA13D4E40978C63247B1C47404182E2C7983D4E40F9BB77D4981C4740CE893DB48F3D4E40CC07043A931C4740626534F2793D4E4077D7D9907F1C47401CD0D2156C3D4E405055A181581C4740BC7669C3613D4E407B4ACE893D1C47408D261763603D4E400FF27A30291C4740EEB3CA4C693D4E40749A05DA1D1C474096D05D12673D4E408750A5660F1C47408D261763603D4E4059DDEA39E91B47400ADAE4F0493D4E40C2C3B46FEE1B4740739D465A2A3D4E40BB641C23D91B47408AE942ACFE3C4E40C03E3A75E51B474035ED629AE93C4E4034BC5983F71B4740EB025E66D83C4E4026C3F17C061C47400C207C28D13C4E40CE1951DA1B1C4740CDCCCCCCCC3C4E40698EACFC321C47402C67EF8CB63C4E40A7E7DD58501C47403F6EBF7CB23C4E40E78BBD175F1C4740EDF0D7648D3C4E402E55698B6B1C4740E3AAB2EF8A3C4E40D847A7AE7C1C4740C2C1DEC4903C4E40054D4BAC8C1C4740D594641D8E3C4E40C971A774B01C4740AD18AE0E803C4E40CAC2D7D7BA1C4740DA9255116E3C4E4016DBA4A2B11C47401F69705B5B3C4E40E411DC48D91C47406C98A1F1443C4E40E6046D72F81C47407C7E18213C3C4E401B2FDD24061D4740E99C9FE2383C4E40213D450E111D474011C8258E3C3C4E40A9A44E40131D4740C1ABE5CE4C3C4E40765089EB181D47409DD5027B4C3C4E409D137B681F1D4740ABEB504D493C4E4035B8AD2D3C1D4740B5C35F93353C4E40A08B868C471D474001F9122A383C4E4023128596751D474087DBA161313C4E40B2D826158D1D47408FE3874A233C4E40A8C64B37891D4740BCAE5FB01B3C4E40136058FE7C1D47406667D13B153C4E40390CE6AF901D474044DC9C4A063C4E406A15FDA1991D474010CF1264043C4E40842A357BA01D47406D8C9DF0123C4E40D9092FC1A91D4740384BC972123C4E407D5C1B2AC61D4740C9224DBC033C4E405DA79196CA1D4740B532E197FA3B4E40D673D2FBC61D474076C24B70EA3B4E40EF54C03DCF1D47404FCB0F5CE53B4E402A53CC41D01D4740809A5AB6D63B4E408BA6B393C11D4740AA108FC4CB3B4E40FFE9060ABC1D47402FBFD364C63B4E40F20703CFBD1D47409012BBB6B73B4E40079ACFB9DB1D4740299485AFAF3B4E4013B69F8CF11D4740887FD8D2A33B4E402672C119FC1D47400ABC934F8F3B4E401A1538D9061E474095F3C5DE8B3B4E40FE9DEDD11B1E4740ABB35A608F3B4E405F7CD11E2F1E47400EC00644883B4E40B2B8FFC8741E474073B9C150873B4E4022E17B7F831E47404CC2853C823B4E40DBBFB2D2A41E4740EEB3CA4C693B4E40B22C98F8A31E47402F52280B5F3B4E409BE7887C971E4740C07ADCB75A3B4E40A6D6FB8D761E47405ED6C4025F3B4E40792288F3701E4740F032C346593B4E4027C11BD2A81E47402194F771343B4E400E65A88AA91E4740CB4C69FD2D3B4E40FA2B64AE0C1E4740D717096D393B4E40E4326E6AA01D4740FCA6B052413B4E4020B8CA1308194740DCF0BBE9963B4E40",3
87,"94",NULL,NULL,"2023-11-20 03:22:25.499001+03","Участок №-2179","0106000020E61000000100000001030000000100000006000000637AC2120F1847404FAC53E57B384E4020B8CA1308194740DCF0BBE9963B4E40E4326E6AA01D4740FCA6B052413B4E40083C3080F01D474060E7A6CD383B4E4055BFD2F9F01C47400B630B410E384E40637AC2120F1847404FAC53E57B384E40",3
88,"117",NULL,NULL,"2023-12-26 03:29:23.560464+03","Участок №-1874","0106000020E6100000010000000103000000010000000600000081CEA44DD51547407BF65CA626314E403337DF88EE154740CE380D5185314E40BEDA519CA316474092054CE0D6334E406956B60F791B47402CB6494563334E4087FD9E58A71A47407094BC3AC7304E4081CEA44DD51547407BF65CA626314E40",3
89,"153",NULL,NULL,"2023-12-16 18:22:11.430878+03","Участок №-2288","0106000020E6100000010000000103000000010000000B000000F67CCD72D912474065E42CEC69274E4011E0F42EDE134740BC3E73D6A72A4E407AA69718CB164740976F7D586F2A4E40FF243E7782154740A9A44E4013294E40B69E211CB3164740BB48A12C7C274E40266F8099EF164740EAAF575870274E400ED940BAD8164740130CE71A66264E4037C7B94DB815474022FDF675E0264E402BDCF2919414474012BF620D17274E404EB7EC10FF12474068E89FE062274E40F67CCD72D912474065E42CEC69274E40",3
